web-scraper-order,web-scraper-start-url,link_toko,link_toko-href,nama_toko,Jml_produk,chat,follower,rating_toko,bergabung,promo,alamat_toko,link_produk,link_produk-href,nama_produk,promo_produk,terjual,gratis_ongkir,favorit
"1669050747-194","https://shopee.co.id/mall/brands/11042849","Rown Division","https://shopee.co.id/rowndivisionofficial","","515","100% (hitungan jam)","480,4RB","4.8 (171,5RB penilaian)","5 tahun lalu","null","KOTA SURAKARTA (SOLO)","56%offRown Division official Basic Crewneck Marshmallow Black 2Diskon Rp15RBRp365.000Rp159.0001,7RB TerjualKOTA SURAKARTA (SOLO)","https://shopee.co.id/Rown-Division-official-Basic-Crewneck-Marshmallow-Black-2-i.53478359.12329766001?sp_atk=f2ece500-9a9e-4a34-9502-348f227a3c3b&xptdk=f2ece500-9a9e-4a34-9502-348f227a3c3b","null","null","null","null","null"
"1669050770-195","https://shopee.co.id/mall/brands/11042849","Roughneck 1991 Authorized Store Surabaya","https://shopee.co.id/roughneck1991officialsurabaya","","1,2RB","74% (hitungan jam)","22,7RB","4.7 (8,2RB penilaian)","20 bulan lalu","null","KAB. SIDOARJO","67%offRoughneck H012 Black Sig Black Bold HoodieRp450.000Rp149.900767 TerjualKAB. SIDOARJO","https://shopee.co.id/Roughneck-H012-Black-Sig-Black-Bold-Hoodie-i.403446554.8227205907?sp_atk=1275330a-69f2-4cdd-8fd2-3a6a87474b8b&xptdk=1275330a-69f2-4cdd-8fd2-3a6a87474b8b","null","null","null","null","null"
"1669050792-196","https://shopee.co.id/mall/brands/11042849","Roughneck","https://shopee.co.id/roughneck1991","","1,5RB","100% (hitungan jam)","2,2JT","4.7 (883,2RB penilaian)","5 tahun lalu","null","KOTA DEPOK","65%offRoughneck SS021 Black Sig Ultra Black SweatshirtDiskon Rp20RBMurah LebayRp430.000Rp150.00010RB+ TerjualKOTA DEPOK","https://shopee.co.id/Roughneck-SS021-Black-Sig-Ultra-Black-Sweatshirt-i.32427818.5461432586?sp_atk=652f9be8-c7a2-40d8-bb14-c13b3d323ff5&xptdk=652f9be8-c7a2-40d8-bb14-c13b3d323ff5","null","null","null","null","null"
"1669050816-197","https://shopee.co.id/mall/brands/11042849","ROOFAIR","https://shopee.co.id/roofair","","189","52% (hitungan jam)","5,3RB","4.9 (1,5RB penilaian)","16 bulan lalu","null","KOTA BANDUNG","Roofair Heart Speakss LS Tee BlackHadiah GratisRp169.00010 TerjualKOTA BANDUNG","https://shopee.co.id/Roofair-Heart-Speakss-LS-Tee-Black-i.487144917.18659802554?sp_atk=487a28d9-baa5-42fd-9d40-2f094fa2aa7f&xptdk=487a28d9-baa5-42fd-9d40-2f094fa2aa7f","null","null","null","null","null"
"1669050838-198","https://shopee.co.id/mall/brands/11042849","Rollingspeed","https://shopee.co.id/rollingspeedofficialshop","","121","98% (hitungan jam)","11,1RB","4.9 (4,5RB penilaian)","6 tahun lalu","null","KOTA BANDUNG","Rollingspeed -  Waistbag Fluo Black Green - Camo Tas Pinggang Hitam HijauDiskon Rp1RBRp200.000123 TerjualKOTA BANDUNG","https://shopee.co.id/Rollingspeed-Waistbag-Fluo-Black-Green-Camo-Tas-Pinggang-Hitam-Hijau-i.12549995.1969687543?sp_atk=2e882a94-bc16-4f8b-9fb0-b5b428db5e1d&xptdk=2e882a94-bc16-4f8b-9fb0-b5b428db5e1d","null","null","null","null","null"
"1669050853-199","https://shopee.co.id/mall/brands/11042849","ROCKZONEINC.","https://shopee.co.id/rockzoneinc","","null","null","null","null","null","null","null","null","null","","","","",""
"1669050875-200","https://shopee.co.id/mall/brands/11042849","Rocketrebels","https://shopee.co.id/rocketrebels.id","","145","100% (hitungan jam)","27,5RB","4.7 (927 penilaian)","16 bulan lalu","null","KAB. BANDUNG BARAT","59%offRocketrebels T-Shirt Original Kaos Pria RR-514Rp185.000Rp75.00012 TerjualKAB. BANDUNG BARAT","https://shopee.co.id/Rocketrebels-T-Shirt-Original-Kaos-Pria-RR-514-i.483508422.9180176167?sp_atk=9d5a7396-27c8-4b73-93dc-01a236225c6d&xptdk=9d5a7396-27c8-4b73-93dc-01a236225c6d","null","null","null","null","null"
"1669050889-201","https://shopee.co.id/mall/brands/11042849","Rockercrown","https://shopee.co.id/rockercrown","","null","null","null","null","null","null","null","null","null","","","","",""
"1669050904-202","https://shopee.co.id/mall/brands/11042849","RMC Republic","https://shopee.co.id/rmcrepublic","","null","null","null","null","null","null","null","null","null","","","","",""
"1669050918-203","https://shopee.co.id/mall/brands/11042849","Ritme","https://shopee.co.id/ritme.idn","","null","null","null","null","null","null","null","null","null","","","","",""
"1669050932-204","https://shopee.co.id/mall/brands/11042849","Rip Curl","https://shopee.co.id/ripcurlindonesia","","null","null","null","null","null","null","null","null","null","","","","",""
"1669050955-205","https://shopee.co.id/mall/brands/11042849","RINGSPUN","https://shopee.co.id/ringspun","","87","90% (hitungan jam)","4,3RB","4.7 (1,9RB penilaian)","19 bulan lalu","null","KOTA JAKARTA UTARA","55%offRINGSPUN Oversized T-shirt 09 'Japanese' WhiteDiskon 50%Rp219.000Rp99.00080 TerjualKOTA JAKARTA UTARA","https://shopee.co.id/RINGSPUN-Oversized-T-shirt-09-'Japanese'-White-i.420236498.12425300478?sp_atk=0830f665-728e-49f6-9f70-fb4d923b3588&xptdk=0830f665-728e-49f6-9f70-fb4d923b3588","null","null","null","null","null"
"1669050977-206","https://shopee.co.id/mall/brands/11042849","RIGATO","https://shopee.co.id/rigato_id","","81","88%","333","4.9 (106 penilaian)","26 bulan lalu","null","KAB. BANDUNG","64%offRigato Kaos Oversized / KaosLonggar / KaosBesar / Tshirt / Tee / OversizedTeeRp128.800Rp46.00015 TerjualKAB. BANDUNG","https://shopee.co.id/Rigato-Kaos-Oversized-KaosLonggar-KaosBesar-Tshirt-Tee-OversizedTee-i.315748553.4369500580?sp_atk=1857d17e-1c2f-4d09-b6e5-addcf439e43f&xptdk=1857d17e-1c2f-4d09-b6e5-addcf439e43f","null","null","null","null","null"
"1669051004-207","https://shopee.co.id/mall/brands/11042849","Rifina","https://shopee.co.id/rifinaofficial","","90","41% (hitungan jam)","3,5RB","4.7 (4,7RB penilaian)","29 bulan lalu","null","KOTA PEKALONGAN","67%offRifina  Koko Abimor Bahan Toyobo PremiumRp37.500 - Rp45.00010RB+ TerjualKOTA PEKALONGAN","https://shopee.co.id/Rifina-Koko-Abimor-Bahan-Toyobo-Premium-i.273148432.3663902803?sp_atk=632974ae-5698-454b-b1fc-8daa2eac4d22&xptdk=632974ae-5698-454b-b1fc-8daa2eac4d22","null","null","null","null","null"
"1669051027-208","https://shopee.co.id/mall/brands/11042849","Rider","https://shopee.co.id/rider_underwear","","181","97% (hitungan jam)","90,8RB","4.9 (77,3RB penilaian)","5 tahun lalu","null","KOTA JAKARTA BARAT","35%offSinglet Rider Classic Pria R123B Putih (1 PCS)Kombo HematRp36.985 - Rp39.83010RB+ TerjualKOTA JAKARTA BARAT","https://shopee.co.id/Singlet-Rider-Classic-Pria-R123B-Putih-(1-PCS)-i.25560580.964281718?sp_atk=1f41cc42-ecd4-407f-97cc-d7446ac778e7&xptdk=1f41cc42-ecd4-407f-97cc-d7446ac778e7","null","null","null","null","null"
"1669051050-209","https://shopee.co.id/mall/brands/11042849","Ricciman","https://shopee.co.id/riccimanofficial","","394","84% (hitungan jam)","5,1RB","4.8 (3RB penilaian)","28 bulan lalu","null","KOTA JAKARTA BARAT","61%offRicciman Slim Fit Long Sleeve Shirt White L-MF9533-PTDiskon 50%Rp459.000Rp179.000242 TerjualKOTA JAKARTA BARAT","https://shopee.co.id/Ricciman-Slim-Fit-Long-Sleeve-Shirt-White-L-MF9533-PT-i.289629897.7344058032?sp_atk=511f4d30-fd18-4abd-96c6-b4e14665b99c&xptdk=511f4d30-fd18-4abd-96c6-b4e14665b99c","null","null","null","null","null"
"1669051073-210","https://shopee.co.id/mall/brands/11042849","Ricardo","https://shopee.co.id/ricardoofficial","","443","97% (hitungan menit)","4,2RB","4.9 (2RB penilaian)","31 bulan lalu","null","KOTA SURABAYA","11%offRICARDO kemeja batik lengan panjang dbritano 22121Diskon Rp10RBRp190.000Rp169.90065 TerjualKOTA SURABAYA","https://shopee.co.id/RICARDO-kemeja-batik-lengan-panjang-dbritano-22121-i.251045402.8184299952?sp_atk=259198ad-7677-4134-a1ac-51dae7a53bd4&xptdk=259198ad-7677-4134-a1ac-51dae7a53bd4","null","null","null","null","null"
"1669051096-211","https://shopee.co.id/mall/brands/11042849","RGB","https://shopee.co.id/rgbclothing","","192","88% (hitungan jam)","2RB","4.9 (118 penilaian)","9 bulan lalu","null","KAB. TULUNGAGUNG","50%offRGB Clothing Company Kemeja Pria Motif Daun Slim Fit Lengan Pendek RHMP1202107Rp299.900Rp149.9505 TerjualKAB. TULUNGAGUNG","https://shopee.co.id/RGB-Clothing-Company-Kemeja-Pria-Motif-Daun-Slim-Fit-Lengan-Pendek-RHMP1202107-i.691738670.16920463286?sp_atk=462f2853-c415-4231-bab4-76034447bc81&xptdk=462f2853-c415-4231-bab4-76034447bc81","null","null","null","null","null"
"1669051119-212","https://shopee.co.id/mall/brands/11042849","Reylman","https://shopee.co.id/reylman.id","","59","100% (hitungan jam)","16,3RB","4.9 (8,2RB penilaian)","4 tahun lalu","null","KOTA BANDUNG","20%offREYL MAN Jazz 02 Black Series Sepatu Formal PriaRp422.000Rp337.600809 TerjualKOTA BANDUNG","https://shopee.co.id/REYL-MAN-Jazz-02-Black-Series-Sepatu-Formal-Pria-i.132837633.2004497525?sp_atk=5946fead-5d58-459e-8de6-a818b813b95f&xptdk=5946fead-5d58-459e-8de6-a818b813b95f","null","null","null","null","null"
"1669051141-213","https://shopee.co.id/mall/brands/11042849","Review & Co.","https://shopee.co.id/reviewbali","","166","94% (hitungan menit)","53RB","4.8 (14,3RB penilaian)","36 bulan lalu","null","KOTA DENPASAR","80%offKaos Oversize Pria Review & Co. V5Pilih 2, bayar Rp140.000Rp59.900 - Rp69.000813 TerjualKOTA DENPASAR","https://shopee.co.id/Kaos-Oversize-Pria-Review-Co.-V5-i.206213177.7868498331?sp_atk=47c8dcaa-e2f0-4a37-8b73-e1c42f52acb6&xptdk=47c8dcaa-e2f0-4a37-8b73-e1c42f52acb6","null","null","null","null","null"
"1669051164-214","https://shopee.co.id/mall/brands/11042849","Revanom80","https://shopee.co.id/revanofashion","","25","84% (hitungan jam)","12,3RB","4.6 (353 penilaian)","25 bulan lalu","null","KAB. PEMALANG","35%offREVANO - Kemeja Flanel Pria Wanita Lengan Panjang Kasual Motif Kotak Kotak PremiumRp32.500 - Rp55.2502,4RB TerjualKAB. PEMALANG","https://shopee.co.id/REVANO-Kemeja-Flanel-Pria-Wanita-Lengan-Panjang-Kasual-Motif-Kotak-Kotak-Premium-i.321547464.20419235889?sp_atk=d424b5a9-9bee-4118-a189-5f0a68e47935&xptdk=d424b5a9-9bee-4118-a189-5f0a68e47935","null","null","null","null","null"
"1669051187-215","https://shopee.co.id/mall/brands/11042849","Resger","https://shopee.co.id/resger_official_store","","85","100% (hitungan jam)","772","4.8 (462 penilaian)","17 bulan lalu","null","KOTA TANGERANG","67%offResger T-shirt Vespa Sprint Rally Unisex BlackDiskon Rp2RBKombo HematRp185.000Rp61.05068 TerjualKOTA TANGERANG","https://shopee.co.id/Resger-T-shirt-Vespa-Sprint-Rally-Unisex-Black-i.481857211.7795843520?sp_atk=0c2da9e7-a313-4d59-a9d7-34bc31207cd9&xptdk=0c2da9e7-a313-4d59-a9d7-34bc31207cd9","null","null","null","null","null"
"1669051209-216","https://shopee.co.id/mall/brands/11042849","Rephatious","https://shopee.co.id/rephatious.official","","176","94% (hitungan jam)","24,9RB","4.9 (6,7RB penilaian)","12 bulan lalu","null","KOTA JAKARTA PUSAT","48%offRephatious T-shirt ""Anxiety"" BlackPilih 2, diskon Rp5.000Rp150.000Rp78.000266 TerjualKOTA JAKARTA PUSAT","https://shopee.co.id/Rephatious-T-shirt-Anxiety-Black-i.612708940.15119537229?sp_atk=6f16bb77-c289-4a9c-bed5-709a037afad8&xptdk=6f16bb77-c289-4a9c-bed5-709a037afad8","null","null","null","null","null"
"1669051232-217","https://shopee.co.id/mall/brands/11042849","Remix","https://shopee.co.id/remixofficial","","157","65% (hitungan jam)","4,4RB","4.8 (3,5RB penilaian)","30 bulan lalu","null","KOTA BANDUNG","53%offRemix Jeans Masker Kain Non Medis RMB + Free Strap Mask Batch 1Rp20.000Rp9.40010RB+ TerjualKOTA BANDUNG","https://shopee.co.id/Remix-Jeans-Masker-Kain-Non-Medis-RMB-Free-Strap-Mask-Batch-1-i.270325489.8401533520?sp_atk=f6d9c53a-9f6e-41fb-9aa9-8b16774d633a&xptdk=f6d9c53a-9f6e-41fb-9aa9-8b16774d633a","null","null","null","null","null"
"1669051255-218","https://shopee.co.id/mall/brands/11042849","Reethree","https://shopee.co.id/reethree.official","","28","100% (hitungan menit)","70","5.0 (30 penilaian)","58 hari lalu","null","KAB. BANDUNG","Reethree - Chino Pants Slimfit PrewashDiskon Rp5RBRp115.0004 TerjualKAB. BANDUNG","https://shopee.co.id/Reethree-Chino-Pants-Slimfit-Prewash-i.870595441.18049352531?sp_atk=8ca4b7b1-bf57-4493-ba6d-dbc6cc19baa3&xptdk=8ca4b7b1-bf57-4493-ba6d-dbc6cc19baa3","null","null","null","null","null"
"1669051278-219","https://shopee.co.id/mall/brands/11042849","Red Cliff","https://shopee.co.id/redcliffofficialshop","","992","79% (hitungan jam)","28,8RB","4.8 (13RB penilaian)","3 tahun lalu","null","KOTA JAKARTA PUSAT","55%offRedcliff MI - Kaos Oblong Polos Pria 13A4Diskon 50%Rp108.800Rp48.960959 TerjualKOTA JAKARTA PUSAT","https://shopee.co.id/Redcliff-MI-Kaos-Oblong-Polos-Pria-13A4-i.190400022.4163766332?sp_atk=97c01cdf-2562-4820-8b8f-f0c5c7843eb1&xptdk=97c01cdf-2562-4820-8b8f-f0c5c7843eb1","null","null","null","null","null"
"1669051300-220","https://shopee.co.id/mall/brands/11042849","Reclays","https://shopee.co.id/reclays.afterlife","","896","100% (hitungan jam)","336,8RB","4.8 (179,1RB penilaian)","31 bulan lalu","null","KAB. BANDUNG","52%offReclays Tshirt Deaw 24 BlackDiskon Rp2,5RBRp145.000Rp70.0004,3RB TerjualKAB. BANDUNG","https://shopee.co.id/Reclays-Tshirt-Deaw-24-Black-i.251117557.5342271073?sp_atk=5370c93c-aa54-4494-8339-8b1506379b2f&xptdk=5370c93c-aa54-4494-8339-8b1506379b2f","null","null","null","null","null"
"1669051323-221","https://shopee.co.id/mall/brands/11042849","Realizm87","https://shopee.co.id/realizmeightyseven","","438","86% (hitungan jam)","12,9RB","4.8 (4,2RB penilaian)","4 tahun lalu","null","KOTA MALANG","50%offRealizm87 Kaos Pria KANJI INTEGRITY BlackDiskon Rp5RBRp150.000Rp75.00029 TerjualKOTA MALANG","https://shopee.co.id/Realizm87-Kaos-Pria-KANJI-INTEGRITY-Black-i.81199503.4037204773?sp_atk=d8cf15e5-e399-479b-b429-c69da6c78011&xptdk=d8cf15e5-e399-479b-b429-c69da6c78011","null","null","null","null","null"
"1669051346-222","https://shopee.co.id/mall/brands/11042849","RBJ","https://shopee.co.id/rbjdenim","","752","70% (hitungan jam)","339RB","4.8 (257,4RB penilaian)","5 tahun lalu","null","KOTA JAKARTA UTARA","84%offRBJ T-Shirt Polos Pria (20) - Mix WarnaRp199.000Rp49.0003,3RB TerjualKOTA JAKARTA UTARA","https://shopee.co.id/RBJ-T-Shirt-Polos-Pria-(20)-Mix-Warna-i.56529142.4419564464?sp_atk=d4be3ef4-becd-4030-91bd-1c2731b6d249&xptdk=d4be3ef4-becd-4030-91bd-1c2731b6d249","null","null","null","null","null"
"1669051368-223","https://shopee.co.id/mall/brands/11042849","Rave Habbit","https://shopee.co.id/ravehabbit.official","","396","63% (hitungan jam)","15,4RB","4.8 (3,7RB penilaian)","4 tahun lalu","null","KOTA JAKARTA BARAT","40%offRave Habbit Rayce Kaos Pria - BlackDiskon Rp5RBPilih 2, bayar Rp180.000Rp199.000Rp119.400361 TerjualKOTA JAKARTA BARAT","https://shopee.co.id/Rave-Habbit-Rayce-Kaos-Pria-Black-i.87472953.2062858748?sp_atk=81051fb3-35db-467a-9f65-f1ae5b7c208e&xptdk=81051fb3-35db-467a-9f65-f1ae5b7c208e","null","null","null","null","null"
"1669051393-224","https://shopee.co.id/mall/brands/11042849","Raung Adventure","https://shopee.co.id/raungadventure","","31","87% (hitungan jam)","12,1RB","4.8 (15,4RB penilaian)","6 tahun lalu","null","KAB. BANDUNG","40%offRaung Adventure - Topi Rimba / Topi Gunung / Topi Lapangan - 2In1 Bahan Ripstok DoubleMurah LebayRp59.000Rp35.4001,6RB TerjualKAB. BANDUNG","https://shopee.co.id/Raung-Adventure-Topi-Rimba-Topi-Gunung-Topi-Lapangan-2In1-Bahan-Ripstok-Double-i.22659661.7316780598?sp_atk=d84f7a79-c0d6-453a-8976-563f248aeb75&xptdk=d84f7a79-c0d6-453a-8976-563f248aeb75","null","null","null","null","null"
"1669051416-225","https://shopee.co.id/mall/brands/11042849","Ramayana","https://shopee.co.id/ramayanaofficialshop","","11,3RB","61% (hitungan jam)","981,6RB","4.8 (587,7RB penilaian)","5 tahun lalu","null","KOTA JAKARTA PUSAT","Ramayana - Pink By Jj Pakaian Wanita Celana Chinos GreyDiskon Rp5RBRp249.900808 TerjualKOTA JAKARTA PUSAT","https://shopee.co.id/Ramayana-Pink-By-Jj-Pakaian-Wanita-Celana-Chinos-Grey-i.60755826.4307499164?sp_atk=5f5530af-d35a-4ce3-a96c-5494784cab44&xptdk=5f5530af-d35a-4ce3-a96c-5494784cab44","null","null","null","null","null"
"1669051439-226","https://shopee.co.id/mall/brands/11042849","RA Jeans","https://shopee.co.id/rastreet","","524","99% (hitungan jam)","72,6RB","4.8 (37,8RB penilaian)","5 tahun lalu","null","KOTA BANDUNG","50%offBEST SELLER SLING BAG Toretto RA STREETRp199.900Rp100.0001,5RB TerjualKOTA BANDUNG","https://shopee.co.id/BEST-SELLER-SLING-BAG-Toretto-RA-STREET-i.30892116.7063888128?sp_atk=76cdf354-ec69-4c31-80ac-5966f5ddfa1b&xptdk=76cdf354-ec69-4c31-80ac-5966f5ddfa1b","null","null","null","null","null"
"1669051461-227","https://shopee.co.id/mall/brands/11042849","Raikeni","https://shopee.co.id/raikeniofficial","","60","94% (hitungan jam)","5RB","4.8 (5,2RB penilaian)","4 tahun lalu","null","KOTA BANDUNG","RAIKENI Kimono KANKI | Kimono Outer Batik | Kimono Jepang | Jaket Jepang Corak | Kimono TenunRp119.900 - Rp129.9001,7RB TerjualKOTA BANDUNG","https://shopee.co.id/RAIKENI-Kimono-KANKI-Kimono-Outer-Batik-Kimono-Jepang-Jaket-Jepang-Corak-Kimono-Tenun-i.141256410.6935288359?sp_atk=d8e48717-481c-45e7-8a99-2c793fef309b&xptdk=d8e48717-481c-45e7-8a99-2c793fef309b","null","null","null","null","null"
"1669051484-228","https://shopee.co.id/mall/brands/11042849","Rafen","https://shopee.co.id/rafenjeans","","25","85% (hitungan jam)","8,5RB","4.8 (7,7RB penilaian)","4 tahun lalu","null","KAB. BANDUNG","11%offRafen Celana Pendek Chino Pria Original TermurahRp200.000Rp178.0003,2RB TerjualKAB. BANDUNG","https://shopee.co.id/Rafen-Celana-Pendek-Chino-Pria-Original-Termurah-i.88001151.2633043812?sp_atk=f54fc5d6-9628-49ff-bfc4-90b060c6ab1d&xptdk=f54fc5d6-9628-49ff-bfc4-90b060c6ab1d","null","null","null","null","null"
"1669051507-229","https://shopee.co.id/mall/brands/11042849","Racun Cinta","https://shopee.co.id/racuncinta","","77","93% (hitungan jam)","16,8RB","4.9 (5,8RB penilaian)","5 tahun lalu","null","KOTA TANGERANG SELATAN","26%offracun cinta - Kaos Pria Potong Rambut Graphic Tshirt | Vintage teeDiskon Rp10RBPilih 2, bayar Rp230.000Rp114.700 - Rp124.000312 TerjualKOTA TANGERANG SELATAN","https://shopee.co.id/racun-cinta-Kaos-Pria-Potong-Rambut-Graphic-Tshirt-Vintage-tee-i.52237307.2763335596?sp_atk=ac1836f2-dbd4-43ca-be38-b5ad1561adcf&xptdk=ac1836f2-dbd4-43ca-be38-b5ad1561adcf","null","null","null","null","null"
"1669051530-230","https://shopee.co.id/mall/brands/11042849","Racertees","https://shopee.co.id/racerteesonline","","639","62% (hitungan jam)","71,8RB","4.8 (30,1RB penilaian)","33 bulan lalu","null","KAB. SUKOHARJO","RACERTEES Sticker Bengkel Racing Abakura/DitrajayaRp15.0002,4RB TerjualKAB. SUKOHARJO","https://shopee.co.id/RACERTEES-Sticker-Bengkel-Racing-Abakura-Ditrajaya-i.225626251.6270618013?sp_atk=a0831d3e-b7d7-48b8-9e2c-40a4a22a58ec&xptdk=a0831d3e-b7d7-48b8-9e2c-40a4a22a58ec","null","null","null","null","null"
"1669051553-231","https://shopee.co.id/mall/brands/11042849","Qwertylife","https://shopee.co.id/qwertylifeofficial","","134","98% (hitungan jam)","36,8RB","4.7 (24,1RB penilaian)","34 bulan lalu","null","KAB. BOGOR","56%offQwertylife - Dompet Gantung leher WadiotsMurah LebayRp50.000Rp22.0007,5RB TerjualKAB. BOGOR","https://shopee.co.id/Qwertylife-Dompet-Gantung-leher-Wadiots-i.225305734.3566373262?sp_atk=3fd71ef2-2b7c-495d-8c42-9c8106417fb8&xptdk=3fd71ef2-2b7c-495d-8c42-9c8106417fb8","null","null","null","null","null"
"1669051576-232","https://shopee.co.id/mall/brands/11042849","QUTN","https://shopee.co.id/thequtn","","54","57% (hitungan jam)","1,1RB","4.8 (244 penilaian)","27 bulan lalu","null","KOTA JAKARTA SELATAN","72%offQutn Throw On V - Cream Linen FabricDiskon Rp5RBRp359.000Rp99.0005 TerjualKOTA JAKARTA SELATAN","https://shopee.co.id/Qutn-Throw-On-V-Cream-Linen-Fabric-i.295321117.7447655466?sp_atk=cc603973-ae7d-4e58-b411-4e858d8da886&xptdk=cc603973-ae7d-4e58-b411-4e858d8da886","null","null","null","null","null"
"1669051599-233","https://shopee.co.id/mall/brands/11042849","Quiksilver","https://shopee.co.id/quiksilver.id","","1,3RB","100% (hitungan jam)","29,3RB","4.8 (2,3RB penilaian)","31 bulan lalu","null","KOTA BEKASI","Quiksilver Cap Grounder PlageRp299.00011 TerjualKOTA BEKASI","https://shopee.co.id/Quiksilver-Cap-Grounder-Plage-i.251987504.2959807607?sp_atk=bd78f4e0-3680-4aad-9ff6-61348aa60b41&xptdk=bd78f4e0-3680-4aad-9ff6-61348aa60b41","null","null","null","null","null"
"1669051622-234","https://shopee.co.id/mall/brands/11042849","Queen Beer","https://shopee.co.id/queenbeerstore","","935","98% (hitungan jam)","198,8RB","4.8 (55,6RB penilaian)","5 tahun lalu","null","KOTA BEKASI","29%offQueen Beer - Wallet Quincy BlackMurah LebayRp170.000Rp120.0003,7RB TerjualKOTA BEKASI","https://shopee.co.id/Queen-Beer-Wallet-Quincy-Black-i.61511737.4162653973?sp_atk=8508e04d-cf1e-44f9-bf26-6035ccc6ba69&xptdk=8508e04d-cf1e-44f9-bf26-6035ccc6ba69","null","null","null","null","null"
"1669051645-235","https://shopee.co.id/mall/brands/11042849","QUE","https://shopee.co.id/queindonesia","","95","47% (hitungan jam)","11%","1,5RB","4.9 (202 penilaian)","null","KOTA JAKARTA UTARA","44%offQUE Jaket unisex Varsity - Hitam list mustardDiskon Rp5RBRp459.000Rp259.0007 TerjualKOTA JAKARTA UTARA","https://shopee.co.id/QUE-Jaket-unisex-Varsity-Hitam-list-mustard-i.270937784.4393464070?sp_atk=e0ab0729-b72c-4290-92a5-b6c5f89145cc&xptdk=e0ab0729-b72c-4290-92a5-b6c5f89145cc","null","null","null","null","null"
"1669051668-236","https://shopee.co.id/mall/brands/11042849","Puddinglane","https://shopee.co.id/puddinglaneshop","","191","100% (hitungan jam)","26,7RB","4.7 (8RB penilaian)","34 bulan lalu","null","KOTA TANGERANG SELATAN","78%offMystery Box Puddinglane 3pcs TshirtRp450.000Rp100.000188 TerjualKOTA TANGERANG SELATAN","https://shopee.co.id/Mystery-Box-Puddinglane-3pcs-Tshirt-i.223389870.5620247843?sp_atk=03eeb8a6-360d-4e7a-9b0b-4030c52d13ac&xptdk=03eeb8a6-360d-4e7a-9b0b-4030c52d13ac","null","null","null","null","null"
